SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
Obs#,Time,Date,configName,configAuthor,remark,Position,Transect,,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
,HHMMSS,YYYYMMDD,,,,,,,mol+1m-2s-1,mol+1m-2s-1,mol+1m-2s-1,mmol+1m-2s-1,kPa,kPa,kPa,kPa,mmol+1mol-1,mmol+1mol-1,mmol+1mol-1,cm+2,,,,,,,,,,umol+1m-2s-1,%,%,C,C,kPa,umol+1sec-1,umol+1sec-1,%,umol+1m-2s-1,V,HHMMSS,YYYYMMDD,%,,,,,,,,umol+1sec-1,(umol+1m-2s-1)s-1,s,,,umol+1m-2s-1,Hz,s-1,s,ms,ms,ms,,%,,,,,V,V,V,V,V,V,V,V,V,A,,,,,,,,,,,,,,,,,
36,11:25:29,5/17/2022,JSG 2022,MS,,2,South,,0.088213,2.923783,0.085629,3.886843,1.318201,1.22718,5.010962,3.692762,14.519744,15.596687,59.288704,0.441786,PSF-00495_20220517112529,0,0,0,263.935089,327.503448,0.1941,0.5,0.8,120.412315,29.71,27.66,30.71,32.85,84.52,157,155.5,0.9,1551,3.993,11:22:47,5/17/2022,0.16,-0.001,-0.002,-9999,-3.593,-3.351,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.467758,2.413559,1.661698,0.932254,0.217517,0.025463,0.338595,1.411359,263.935089,0.000308,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517112529,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
37,11:25:55,5/17/2022,JSG 2022,MS,,3,South,,0.112435,2.92305,0.108271,3.751186,1.23311,1.145126,4.069453,2.836342,13.549108,14.590131,48.149662,0.441786,PSF-00495_20220517112555,0,0,0,121.947166,427.937866,0.715035,0.5,0.8,53.011486,27.71,25.73,30.76,29.2,84.52,156.9,155.8,0.7,185,3.993,11:22:47,5/17/2022,0.16,-0.001,-0.001,-9999,2.426,5,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.464777,2.41069,1.660933,0.933038,0.217053,-0.019242,0.340991,0.263567,121.947166,0.000314,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517112555,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
38,11:26:23,5/17/2022,JSG 2022,MS,,3,South,,0.034136,2.922461,0.033741,1.146681,1.243972,1.217067,4.026675,2.782703,14.400224,14.718556,47.64323,0.441786,PSF-00495_20220517112623,0,0,0,147.51506,407.892822,0.638348,0.5,0.8,51.382202,27.9,27.29,30.8,29.02,84.52,156.8,155.5,0.8,201,3.992,11:22:47,5/17/2022,0.16,0.002,0,-0.002,0.184,2.368,11.854,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.46718,2.410954,1.660318,0.932182,0.216749,-0.021829,0.343642,0.276919,147.51506,0.000309,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517112623,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
39,11:26:52,5/17/2022,JSG 2022,MS,,3,South,,0.093731,2.924081,0.09082,3.301274,1.285729,1.208409,4.257209,2.97148,14.29761,15.212447,50.370296,0.441786,PSF-00495_20220517112652,0,0,0,119.966629,399.941315,0.700039,0.5,0.8,51.539665,28.8,27.07,30.82,29.99,84.52,157,155.9,0.7,184,3.991,11:22:47,5/17/2022,0.16,0.003,0.004,-9999,0.307,2.992,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.466833,2.412247,1.66201,0.933252,0.216583,-0.010614,0.346321,0.262486,119.966629,0.000312,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517112652,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
40,11:27:32,5/17/2022,JSG 2022,MS,,4,South,,0.20052,2.923173,0.187648,5.603953,1.460086,1.329013,3.904065,2.443979,15.724524,17.275337,46.191833,0.441786,PSF-00495_20220517112732,0,0,0,97.330215,345.910919,0.718626,0.5,0.8,52.161083,32.69,29.76,30.82,28.49,84.52,156.9,155.6,0.8,181,3.991,11:22:47,5/17/2022,0.16,-0.001,0.001,0.007,-0.377,-1.324,5.578,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.470932,2.417739,1.661061,0.932517,0.216525,-0.028416,0.35001,0.260302,97.330215,0.00031,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517112732,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
41,11:27:53,5/17/2022,JSG 2022,MS,,4,South,,0.027654,2.922793,0.027395,0.915193,1.309937,1.288487,4.043909,2.733972,15.245936,15.499737,47.84927,0.441786,PSF-00495_20220517112753,0,0,0,104.409454,390.251038,0.732456,0.5,0.8,45.422726,29.36,28.88,30.81,29.09,84.51,156.8,155.7,0.7,155,3.99,11:22:47,5/17/2022,0.16,0.002,0.002,-9999,0.823,0.098,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.469598,2.413042,1.660665,0.93277,0.21666,-0.021083,0.351767,0.238091,104.409454,0.000312,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517112753,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
42,11:28:08,5/17/2022,JSG 2022,MS,,4,South,,0.157413,2.922009,0.149367,4.38501,1.336837,1.234034,3.743343,2.406506,14.601708,15.818117,44.293102,0.441786,PSF-00495_20220517112808,0,0,0,107.185005,400.786041,0.732563,0.5,0.8,40.735687,29.99,27.68,30.79,27.77,84.51,156.7,155.8,0.6,139,3.989,11:22:47,5/17/2022,0.16,0,0,-9999,0.877,1.658,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.46778,2.413941,1.659848,0.933065,0.216804,-0.036452,0.353057,0.224627,107.185005,0.000325,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517112808,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
43,11:28:37,5/17/2022,JSG 2022,MS,,4,South,,0.044782,2.922109,0.044106,1.519611,1.413967,1.378377,4.228492,2.814525,16.309889,16.731007,50.034367,0.441786,PSF-00495_20220517112837,0,0,0,150.663971,453.111298,0.66749,0.5,0.8,46.520546,31.79,30.99,30.75,29.87,84.51,156.8,150.9,3.7,174,3.988,11:22:47,5/17/2022,0.16,-0.004,-0.002,-9999,0.567,1.543,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.472793,2.416481,1.659952,0.920708,0.217123,-0.011255,0.355572,0.25423,150.663971,0.000303,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517112837,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
1,12:56:58,5/17/2022,JSG 2022,MS,,1,North,,0.088201,2.924172,0.085618,3.85985,1.049223,0.958616,4.727351,3.678128,11.347854,12.420436,55.961205,0.441786,PSF-00495_20220517125658,0,0,0,135.795242,168.578629,0.194469,0.5,0.8,47.433777,24.76,22.62,29.9,31.82,84.48,157,156.3,0.4,610,3.991,12:55:55,5/17/2022,0.24,0.002,0.001,-9999,-4.219,1.794,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.459996,2.406376,1.662106,0.934373,0.224499,0.022487,0.134593,0.620319,135.795242,0.000308,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517125658,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
2,12:57:39,5/17/2022,JSG 2022,MS,,1,North,,0.073255,2.922415,0.071464,3.151641,1.252111,1.178208,4.843074,3.590963,13.947789,14.822662,57.332981,0.441786,PSF-00495_20220517125739,0,0,0,105.112907,136.780853,0.231523,0.5,0.8,136.223221,29.38,27.65,30,32.25,84.47,156.8,153.9,1.9,1471,3.989,12:55:55,5/17/2022,0.24,-0.001,-0.002,0,-1.011,-2.538,-11.312,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.467836,2.413058,1.66027,0.928163,0.22363,0.026531,0.14168,1.344149,105.112907,0.000301,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517125739,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
3,12:58:40,5/17/2022,JSG 2022,MS,,1,North,,0.08714,2.922488,0.084617,3.473157,1.343538,1.262188,4.687105,3.343566,14.941464,15.904473,55.484779,0.441786,PSF-00495_20220517125840,0,0,0,156.731125,248.849625,0.370177,0.5,0.8,127.689377,31.2,29.31,30.19,31.67,84.48,156.8,155.8,0.7,862,3.988,12:55:55,5/17/2022,0.24,-0.001,-0.002,0,-2.61,-3.907,-10.432,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.470341,2.415604,1.660347,0.932946,0.222004,0.017238,0.151787,0.83261,156.731125,0.000294,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517125840,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
4,12:59:11,5/17/2022,JSG 2022,MS,,2,North,,0.037492,2.922386,0.037017,1.379233,1.324634,1.292318,4.3662,3.041566,15.297642,15.680182,51.684315,0.441786,PSF-00495_20220517125911,0,0,0,125.380753,350.574738,0.642357,0.5,0.8,109.150795,30.61,29.86,30.27,30.43,84.48,156.8,149.5,4.6,425,3.987,12:55:55,5/17/2022,0.24,0.002,0.004,-9999,0.55,0.437,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.471163,2.414757,1.660241,0.917246,0.221248,0.001163,0.156427,0.46484,125.380753,0.000314,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517125911,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
5,12:59:39,5/17/2022,JSG 2022,MS,,2,North,,0.165968,2.923202,0.157051,5.532602,1.229293,1.099601,4.111126,2.881833,13.016837,14.552111,48.666634,0.441786,PSF-00495_20220517125939,0,0,0,194.150803,387.314209,0.498725,0.5,0.8,84.727905,28.31,25.32,30.33,29.38,84.48,156.9,156.3,0.4,425,3.986,12:55:55,5/17/2022,0.24,-0.001,-0.003,-0.002,1.246,1.577,18.148,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.464194,2.411479,1.661092,0.934223,0.220748,-0.01201,0.160336,0.46477,194.150803,0.000314,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517125939,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
6,13:00:00,5/17/2022,JSG 2022,MS,,2,North,,0.078486,2.923436,0.076433,2.800982,1.240945,1.175305,4.236365,2.99542,13.912558,14.689566,50.14756,0.441786,PSF-00495_20220517130000,0,0,0,129.535324,319.956787,0.595147,0.5,0.8,118.69381,28.52,27.01,30.37,29.9,84.48,156.9,156,0.6,499,3.986,12:55:55,5/17/2022,0.24,0.001,-0.001,-9999,-2.206,-4.578,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.466799,2.411771,1.661336,0.933505,0.220421,-0.006269,0.163394,0.526857,129.535324,0.000316,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517130000,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
7,13:00:20,5/17/2022,JSG 2022,MS,,2,North,,0.22371,2.922691,0.207804,6.365391,1.323255,1.174153,3.831846,2.508591,13.899787,15.664877,45.361919,0.441786,PSF-00495_20220517130020,0,0,0,220.160721,434.325104,0.493097,0.5,0.8,94.366928,30.36,26.94,30.4,28.17,84.47,156.8,156,0.5,478,3.985,12:55:55,5/17/2022,0.24,0.001,0.001,-9999,-0.686,1.358,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.466688,2.414392,1.660558,0.93357,0.220178,-0.027081,0.166022,0.509921,220.160721,0.000313,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517130020,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
8,13:00:45,5/17/2022,JSG 2022,MS,,2,North,,0.111515,2.922444,0.107416,3.79064,1.162508,1.073529,4.051435,2.888926,12.708815,13.762177,47.962288,0.441786,PSF-00495_20220517130045,0,0,0,129.745605,357.792725,0.637372,0.5,0.8,113.402077,26.64,24.6,30.42,29.13,84.47,156.8,155.9,0.6,445,3.984,12:55:55,5/17/2022,0.24,0.001,0.003,-9999,-1.51,-0.927,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.46305,2.409055,1.660301,0.933331,0.21998,-0.016067,0.169438,0.481648,129.745605,0.000317,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517130045,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
9,13:01:40,5/17/2022,JSG 2022,MS,,3,North,,0.139983,2.923418,0.133586,4.209535,1.251881,1.153257,3.833458,2.581577,13.653337,14.820948,45.38409,0.441786,PSF-00495_20220517130140,0,0,0,107.014061,369.113434,0.710078,0.5,0.8,92.036758,28.62,26.37,30.46,28.17,84.47,156.9,156,0.6,324,3.983,12:55:55,5/17/2022,0.24,-0.002,0.001,-9999,0.29,-0.094,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.465799,2.411912,1.661317,0.933426,0.219655,-0.027719,0.176774,0.380141,107.014061,0.000312,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517130140,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
10,13:02:00,5/17/2022,JSG 2022,MS,,3,North,,0.208412,2.921995,0.194537,5.392918,1.297163,1.170736,3.571333,2.27417,13.859865,15.356587,42.279556,0.441786,PSF-00495_20220517130200,0,0,0,115.509506,401.098602,0.712017,0.5,0.8,83.707352,29.66,26.77,30.46,26.96,84.47,156.7,156,0.5,294,3.983,12:55:55,5/17/2022,0.24,0,0.001,-9999,0.548,1.277,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.466416,2.413388,1.659833,0.933404,0.219653,-0.041786,0.179315,0.354818,115.509506,0.000319,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517130200,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
11,13:02:30,5/17/2022,JSG 2022,MS,,3,North,,0.185183,2.923248,0.174151,4.965311,1.248731,1.132374,3.588187,2.339456,13.405431,14.782911,42.478195,0.441786,PSF-00495_20220517130230,0,0,0,115.014198,366.979126,0.686592,0.5,0.8,94.359634,28.56,25.9,30.45,27.04,84.47,156.9,155.9,0.6,344,3.982,12:55:55,5/17/2022,0.24,0,0.001,-9999,0.301,0.621,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.465077,2.411826,1.66114,0.933279,0.219714,-0.040776,0.183083,0.396567,115.014198,0.000322,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517130230,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
12,13:03:01,5/17/2022,JSG 2022,MS,,4,North,,0.109172,2.921562,0.105239,3.423316,1.17688,1.096479,3.843081,2.666201,12.980075,13.931865,45.494255,0.441786,PSF-00495_20220517130301,0,0,0,117.671371,397.949707,0.704306,0.5,0.8,119.80983,26.93,25.09,30.45,28.22,84.47,156.7,155.7,0.6,425,3.982,12:55:55,5/17/2022,0.24,-0.003,0,-9999,0.554,2.544,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.463813,2.409473,1.659383,0.932741,0.219763,-0.027065,0.187005,0.465235,117.671371,0.000318,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517130301,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
13,13:03:26,5/17/2022,JSG 2022,MS,,4,North,,0.123206,2.922555,0.118223,3.859332,1.264796,1.174319,3.937553,2.672757,13.901294,14.972336,46.611774,0.441786,PSF-00495_20220517130326,0,0,0,111.445068,406.56781,0.725888,0.5,0.8,117.389664,28.95,26.88,30.44,28.63,84.48,156.8,156.2,0.4,404,3.98,12:55:55,5/17/2022,0.24,-0.001,0,-9999,-0.527,1.803,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.466588,2.41238,1.660416,0.933893,0.219813,-0.022097,0.190152,0.447601,111.445068,0.000305,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517130326,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
14,13:03:57,5/17/2022,JSG 2022,MS,,4,North,,0.03671,2.921785,0.036255,1.299296,1.021303,0.990737,3.959292,2.937989,11.728867,12.090723,46.872173,0.441786,PSF-00495_20220517130357,0,0,0,112.192871,386.053192,0.709385,0.5,0.8,83.316513,23.39,22.69,30.43,28.73,84.47,156.7,138.1,11.9,294,3.98,12:55:55,5/17/2022,0.24,-0.002,-0.002,-9999,0.358,0.622,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.460046,2.404297,1.659615,0.889347,0.219929,-0.020821,0.194014,0.354577,112.192871,0.000318,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517130357,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
15,13:04:15,5/17/2022,JSG 2022,MS,,4,North,,0.065117,2.92239,0.063698,2.228285,0.980834,0.92841,3.851414,2.87058,10.990352,11.610936,45.592358,0.441786,PSF-00495_20220517130415,0,0,0,132.205017,421.710144,0.686503,0.5,0.8,74.042542,22.48,21.28,30.42,28.25,84.47,156.8,155,1.2,270,3.979,12:55:55,5/17/2022,0.24,0.002,0.003,-9999,-0.447,-1.442,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.457783,2.402934,1.660244,0.930889,0.220005,-0.026296,0.196066,0.334416,132.205017,0.000314,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517130415,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
16,13:05:19,5/17/2022,JSG 2022,MS,,1,Central,,0.054473,2.922092,0.053477,1.815248,1.147992,1.105361,3.929318,2.781326,13.08499,13.589649,46.51429,0.441786,PSF-00495_20220517130519,0,0,0,163.811798,361.727356,0.54714,0.5,0.8,126.607445,26.32,25.34,30.41,28.6,84.48,156.8,127.8,18.5,578,3.978,12:55:55,5/17/2022,0.24,0,0.003,-9999,-1.121,0.294,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.46421,2.408592,1.659935,0.864601,0.220054,-0.022188,0.204079,0.594021,163.811798,0.00031,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517130519,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
17,13:05:47,5/17/2022,JSG 2022,MS,,1,Central,,0.086692,2.923053,0.084195,3.065502,1.293577,1.221765,4.268006,2.974428,14.463078,15.313185,50.524044,0.441786,PSF-00495_20220517130547,0,0,0,162.816528,329.420685,0.505749,0.5,0.8,140.049347,29.63,27.98,30.43,30.03,84.47,156.9,155.8,0.7,692,3.977,12:55:55,5/17/2022,0.24,-0.001,-0.001,0.006,-1.188,-2.549,3.579,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.468287,2.41335,1.660936,0.933006,0.219918,-0.00542,0.207529,0.689665,162.816528,0.000319,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517130547,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
18,13:07:01,5/17/2022,JSG 2022,MS,,1,Central,,0.097126,2.923253,0.094003,3.421161,1.117039,1.03674,4.096444,2.979405,12.273213,13.223813,48.494843,0.441786,PSF-00495_20220517130701,0,0,0,155.238388,352.108612,0.559118,0.5,0.8,146.519608,25.44,23.61,30.53,29.32,84.47,156.9,155.9,0.6,655,3.975,13:06:21,5/17/2022,0.2,0,0,0,0.206,1.818,10.988,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.461486,2.407358,1.661145,0.933268,0.21906,-0.015082,0.216904,0.65844,155.238388,0.000309,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517130701,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
19,13:07:52,5/17/2022,JSG 2022,MS,,2,Central,,0.105582,2.921659,0.101899,3.340889,1.107483,1.028961,3.796588,2.689105,12.181157,13.110732,44.94519,0.441786,PSF-00495_20220517130752,0,0,0,101.746201,366.241699,0.722188,0.5,0.8,91.056885,25.2,23.41,30.54,28.01,84.47,156.7,155.9,0.5,315,3.974,13:06:21,5/17/2022,0.2,0,0.001,-9999,0.076,0.532,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.461177,2.407011,1.659485,0.933259,0.218944,-0.03064,0.222996,0.372723,101.746201,0.000313,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517130752,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
20,13:08:12,5/17/2022,JSG 2022,MS,,2,Central,,0.11712,2.921698,0.112606,3.947285,1.08435,0.991553,3.957015,2.872665,11.738454,12.837025,46.844936,0.441786,PSF-00495_20220517130812,0,0,0,142.322296,379.709229,0.625181,0.5,0.8,94.850334,24.69,22.57,30.53,28.72,84.47,156.7,156.1,0.4,379,3.974,13:06:21,5/17/2022,0.2,0,0,-9999,0.079,1.191,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.459845,2.406255,1.659524,0.933658,0.219011,-0.022211,0.225456,0.426584,142.322296,0.000323,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517130812,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
21,13:08:29,5/17/2022,JSG 2022,MS,,2,Central,,0.071205,2.922921,0.069512,2.555529,1.068623,1.00859,4.079611,3.010988,11.939573,12.650249,48.293995,0.441786,PSF-00495_20220517130829,0,0,0,138.870834,351.087585,0.604455,0.5,0.8,100.161308,24.34,22.97,30.52,29.25,84.47,156.9,156,0.5,414,3.973,13:06:21,5/17/2022,0.2,-0.002,-0.002,-9999,-0.111,0.411,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.460482,2.40575,1.660799,0.933611,0.219096,-0.015875,0.227295,0.455978,138.870834,0.000307,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517130829,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
